"","hour","x","lat","lon"
"315","2016-01-14 02:00:00",0,43.068021,-89.412087
"316","2016-01-14 03:00:00",0,43.068021,-89.412087
"317","2016-01-14 04:00:00",0,43.068021,-89.412087
"318","2016-01-14 05:00:00",0,43.068021,-89.412087
"319","2016-01-14 06:00:00",14,43.068021,-89.412087
"320","2016-01-14 07:00:00",29,43.068021,-89.412087
"321","2016-01-14 08:00:00",44,43.068021,-89.412087
"322","2016-01-14 09:00:00",17,43.068021,-89.412087
"323","2016-01-14 10:00:00",11,43.068021,-89.412087
"324","2016-01-14 11:00:00",7,43.068021,-89.412087
"325","2016-01-14 12:00:00",12,43.068021,-89.412087
"326","2016-01-14 13:00:00",13,43.068021,-89.412087
"327","2016-01-14 14:00:00",17,43.068021,-89.412087
"328","2016-01-14 15:00:00",14,43.068021,-89.412087
"329","2016-01-14 16:00:00",42,43.068021,-89.412087
"330","2016-01-14 17:00:00",62,43.068021,-89.412087
"331","2016-01-14 18:00:00",19,43.068021,-89.412087
"332","2016-01-14 19:00:00",10,43.068021,-89.412087
"333","2016-01-14 20:00:00",13,43.068021,-89.412087
"334","2016-01-14 21:00:00",6,43.068021,-89.412087
"335","2016-01-14 22:00:00",4,43.068021,-89.412087
"336","2016-01-14 23:00:00",1,43.068021,-89.412087
"337","2016-01-15 00:00:00",0,43.068021,-89.412087
"338","2016-01-15 01:00:00",0,43.068021,-89.412087
"339","2016-01-15 02:00:00",1,43.068021,-89.412087
"340","2016-01-15 03:00:00",1,43.068021,-89.412087
"341","2016-01-15 04:00:00",0,43.068021,-89.412087
"342","2016-01-15 05:00:00",1,43.068021,-89.412087
"343","2016-01-15 06:00:00",18,43.068021,-89.412087
"344","2016-01-15 07:00:00",37,43.068021,-89.412087
"345","2016-01-15 08:00:00",34,43.068021,-89.412087
"346","2016-01-15 09:00:00",17,43.068021,-89.412087
"347","2016-01-15 10:00:00",14,43.068021,-89.412087
"348","2016-01-15 11:00:00",12,43.068021,-89.412087
"349","2016-01-15 12:00:00",7,43.068021,-89.412087
"350","2016-01-15 13:00:00",11,43.068021,-89.412087
"351","2016-01-15 14:00:00",12,43.068021,-89.412087
"352","2016-01-15 15:00:00",15,43.068021,-89.412087
"353","2016-01-15 16:00:00",31,43.068021,-89.412087
"354","2016-01-15 17:00:00",51,43.068021,-89.412087
"355","2016-01-15 18:00:00",23,43.068021,-89.412087
"356","2016-01-15 19:00:00",11,43.068021,-89.412087
"357","2016-01-15 20:00:00",6,43.068021,-89.412087
"358","2016-01-15 21:00:00",7,43.068021,-89.412087
"359","2016-01-15 22:00:00",2,43.068021,-89.412087
"360","2016-01-15 23:00:00",2,43.068021,-89.412087
"361","2016-01-16 00:00:00",2,43.068021,-89.412087
"362","2016-01-16 01:00:00",0,43.068021,-89.412087
